,season,day,timestamp,description,event_type,parent_description,parent_event_type
2081,20,87,2021-06-25 09:26:37+00:00,Vernon Shotwell entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Vernon Shotwell is replaced by Ren Hunter.",228
2082,20,88,2021-06-25 10:02:23+00:00,Frankie Incarnate is Partying!,117,"Frankie Incarnate is Partying!
A flock of Birds are attracted to The Steakhouse!",24
2083,20,88,2021-06-25 10:04:29+00:00,Cory Ross is Partying!,117,"Cory Ross is Partying!
A flock of Birds are attracted to The Steakhouse!",24
2084,20,88,2021-06-25 10:10:15+00:00,Blood Hamburger is Partying!,117,"Blood Hamburger is Partying!
A flock of Birds are attracted to The Choux!",24
2085,20,88,2021-06-25 10:15:40+00:00,Yurts Buttercup is Partying!,117,"Yurts Buttercup is Partying!
A flock of Birds are attracted to LA Taquería!",24
2086,20,88,2021-06-25 10:15:49+00:00,Tevin Melcon entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Tevin Melcon is replaced by Cornelius Games.",191
2087,20,88,2021-06-25 10:18:25+00:00,Jordan Hildebert is Partying!,117,"Jordan Hildebert is Partying!
A flock of Birds are attracted to The Choux!",24
2088,20,88,2021-06-25 10:18:31+00:00,Uncle Plasma IV is Partying!,117,"Uncle Plasma IV is Partying!
A flock of Birds are attracted to The Cookout!",24
2089,20,88,2021-06-25 10:32:40+00:00,Durham Spaceman is Partying!,117,"Durham Spaceman is Partying!
A flock of Birds are attracted to The Oven!",24
2090,20,89,2021-06-25 11:07:13+00:00,Erin Jesaulenko is Partying!,117,"Erin Jesaulenko is Partying!
A flock of Birds are attracted to LA Taquería!",24
2091,20,89,2021-06-25 11:08:03+00:00,Slosh Truk is Partying!,117,"Slosh Truk is Partying!
A flock of Birds are attracted to LA Taquería!",24
2092,20,89,2021-06-25 11:17:26+00:00,Jordan Hildebert is Partying!,117,"Jordan Hildebert is Partying!
A flock of Birds are attracted to The Choux!",24
2093,20,89,2021-06-25 11:21:55+00:00,Qais Dogwalker is Partying!,117,"Qais Dogwalker is Partying!
A flock of Birds are attracted to Worldwide Field!",24
2094,20,89,2021-06-25 11:25:59+00:00,Orville Manco is Partying!,117,"Orville Manco is Partying!
A flock of Birds are attracted to The Steakhouse!",24
2095,20,89,2021-06-25 11:28:55+00:00,Brock Watson is Partying!,117,"Brock Watson is Partying!
A flock of Birds are attracted to The Fire House!",24
2096,20,90,2021-06-25 12:04:55+00:00,Jan Canberra is Partying!,117,"Jan Canberra is Partying!
A flock of Birds are attracted to REDACTED!",24
2097,20,90,2021-06-25 12:05:55+00:00,Alston England is Partying!,117,"Alston England is Partying!
A flock of Birds are attracted to The Fire House!",24
2098,20,90,2021-06-25 12:11:21+00:00,"CONSUMERS ATTACK
UNCLE PLASMA II",118,"CONSUMERS ATTACK
UNCLE PLASMA II",67
2099,20,90,2021-06-25 12:18:16+00:00,"CONSUMERS ATTACK
PAULA TURNIP",118,"CONSUMERS ATTACK
PAULA TURNIP",67
2100,20,90,2021-06-25 12:20:29+00:00,Joshua Watson is Partying!,117,"Joshua Watson is Partying!
A flock of Birds are attracted to The Pocket!",24
2101,20,90,2021-06-25 12:25:01+00:00,Qais Dogwalker is Partying!,117,"Qais Dogwalker is Partying!
A flock of Birds are attracted to Worldwide Field!",24
2102,20,90,2021-06-25 12:25:01+00:00,Isaac Johnson is Partying!,117,"Isaac Johnson is Partying!
A flock of Birds are attracted to The Fire House!",24
2103,20,90,2021-06-25 12:27:37+00:00,Qais Dogwalker is Partying!,117,"Qais Dogwalker is Partying!
A flock of Birds are attracted to Worldwide Field!",24
2104,20,91,2021-06-25 13:09:30+00:00,Rigby Friedrich is Partying!,117,"Rigby Friedrich is Partying!
A flock of Birds are attracted to REDACTED!",24
2105,20,91,2021-06-25 13:25:55+00:00,Trinity Smaht is Partying!,117,"Trinity Smaht is Partying!
A flock of Birds are attracted to Worldwide Field!",24
2106,20,92,2021-06-25 14:01:02+00:00,Mooney Doctor II is Partying!,117,"Mooney Doctor II is Partying!
A flock of Birds are attracted to The Meadow!",24
2107,20,92,2021-06-25 14:05:35+00:00,"CONSUMERS ATTACK
INEZ OWENS",118,"CONSUMERS ATTACK
INEZ OWENS",67
2108,20,92,2021-06-25 14:06:30+00:00,Gita Sparrow is Partying!,117,"Gita Sparrow is Partying!
A flock of Birds are attracted to The Fire House!",24
2109,20,92,2021-06-25 14:11:40+00:00,Jode Crutch is Partying!,117,"Jode Crutch is Partying!
A flock of Birds are attracted to Worldwide Field!",24
2110,20,92,2021-06-25 14:14:10+00:00,Peanutiel Duffy is Partying!,117,"Peanutiel Duffy is Partying!
A flock of Birds are attracted to The Fire House!",24
2111,20,92,2021-06-25 14:22:07+00:00,"CONSUMERS ATTACK
SCORES BASERUNNER",118,"CONSUMERS ATTACK
SCORES BASERUNNER",67
2112,20,92,2021-06-25 14:24:11+00:00,Sixpack Santiago is Partying!,117,"Sixpack Santiago is Partying!
A flock of Birds are attracted to Worldwide Field!",24
2113,20,92,2021-06-25 14:25:27+00:00,Stout Schmitt entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Stout Schmitt is replaced by Willow Dice.",228
2114,20,92,2021-06-25 14:27:13+00:00,Blood Hamburger is Partying!,117,"Blood Hamburger is Partying!
A flock of Birds are attracted to Battin' Island!",24
2115,20,92,2021-06-25 14:34:34+00:00,Bones Piazza entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Bones Piazza is replaced by Rey Wooten.",228
2116,20,93,2021-06-25 15:00:28+00:00,Conrad Twelve is Partying!,117,"Conrad Twelve is Partying!
A flock of Birds are attracted to The Wormhole!",24
2117,20,93,2021-06-25 15:10:40+00:00,Ankle Halifax is Partying!,117,"Ankle Halifax is Partying!
A flock of Birds are attracted to The Pocket!",24
2118,20,93,2021-06-25 15:17:00+00:00,Grollis Zephyr is Partying!,117,"Grollis Zephyr is Partying!
A flock of Birds are attracted to The Pocket!",24
2119,20,94,2021-06-25 16:18:07+00:00,Mindy Salad is Partying!,117,"Mindy Salad is Partying!
A flock of Birds are attracted to The Crabitat!",24
2120,20,94,2021-06-25 16:22:13+00:00,Lucas Petty entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Lucas Petty is replaced by Kina Larsen.",191
2121,20,94,2021-06-25 16:25:05+00:00,Bon- J-kes entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Bon- J-kes is replaced by H-l-x-nd-ey Wa-ton.",228
2122,20,94,2021-06-25 16:29:14+00:00,---nk-e -a----- is Partying!,117,"---nk-e -a----- is Partying!
A flock of Birds are attracted to The Bubble!",24
2123,20,95,2021-06-25 17:03:49+00:00,Francisco Preston is Partying!,117,"Francisco Preston is Partying!
A flock of Birds are attracted to Yellowstone!",24
2124,20,95,2021-06-25 17:06:39+00:00,Burke Gonzales is Partying!,117,"Burke Gonzales is Partying!
A flock of Birds are attracted to The Bubble!",24
2125,20,95,2021-06-25 17:10:49+00:00,Herring Winfield is Partying!,117,"Herring Winfield is Partying!
A flock of Birds are attracted to Yellowstone!",24
2126,20,95,2021-06-25 17:12:05+00:00,Oliver Loofah is Partying!,117,"Oliver Loofah is Partying!
A flock of Birds are attracted to The Big Garage!",24
2127,20,95,2021-06-25 17:15:21+00:00,Huber Frumple is Partying!,117,"Huber Frumple is Partying!
A flock of Birds are attracted to The Bubble!",24
2128,20,95,2021-06-25 17:20:09+00:00,Arturo Huerta entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Arturo Huerta is replaced by Fairwood Patchwork.",191
2129,20,95,2021-06-25 17:23:36+00:00,Theodore Honeywell is Partying!,117,"Theodore Honeywell is Partying!
A flock of Birds are attracted to The Pocket!",24
2130,20,96,2021-06-25 18:09:47+00:00,Ronan Jaylee is Partying!,117,"Ronan Jaylee is Partying!
A flock of Birds are attracted to The Steakhouse!",24
2131,20,96,2021-06-25 18:12:17+00:00,Francisca Sasquatch is Partying!,117,"Francisca Sasquatch is Partying!
A flock of Birds are attracted to Worldwide Field!",24
2132,20,96,2021-06-25 18:13:28+00:00,"CONSUMERS ATTACK
CHAMBERS SIMMONS",118,"CONSUMERS ATTACK
CHAMBERS SIMMONS",67
2133,20,96,2021-06-25 18:14:27+00:00,Tai Beanbag is Partying!,117,"Tai Beanbag is Partying!
A flock of Birds are attracted to The Bucket!",24
2134,20,96,2021-06-25 18:16:31+00:00,Engine Eberhardt is Partying!,117,"Engine Eberhardt is Partying!
A flock of Birds are attracted to The Steakhouse!",24
2135,20,96,2021-06-25 18:17:13+00:00,Huber Frumple is Partying!,117,"Huber Frumple is Partying!
A flock of Birds are attracted to The Bucket!",24
2136,20,96,2021-06-25 18:29:34+00:00,Mcdowell Karim entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Mcdowell Karim is replaced by Arturo Huerta.",191
2137,20,97,2021-06-25 19:00:39+00:00,"CONSUMERS ATTACK
PAULA TURNIP",118,"CONSUMERS ATTACK
PAULA TURNIP",67
2138,20,97,2021-06-25 19:00:44+00:00,Conrad Vaughan is Partying!,117,"Conrad Vaughan is Partying!
A flock of Birds are attracted to The Choux!",24
2139,20,97,2021-06-25 19:01:44+00:00,Snyder Briggs is Partying!,117,"Snyder Briggs is Partying!
A flock of Birds are attracted to The Choux!",24
2140,20,97,2021-06-25 19:06:13+00:00,Lenjamin Zhuge is Partying!,117,"Lenjamin Zhuge is Partying!
A flock of Birds are attracted to The Big Garage!",24
2141,20,97,2021-06-25 19:18:32+00:00,"CONSUMERS ATTACK
PAULA TURNIP",118,"CONSUMERS ATTACK
PAULA TURNIP",67
2142,20,97,2021-06-25 19:19:26+00:00,Blood Hamburger entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Blood Hamburger is replaced by Terrell Bradley.",191
2143,20,97,2021-06-25 19:19:43+00:00,Huber Frumple is Partying!,117,"Huber Frumple is Partying!
A flock of Birds are attracted to The Bucket!",24
2144,20,97,2021-06-25 19:21:48+00:00,Wanda Schenn is Partying!,117,"Wanda Schenn is Partying!
A flock of Birds are attracted to The Bucket!",24
2145,20,97,2021-06-25 19:23:03+00:00,Joshua Watson entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Joshua Watson is replaced by Rafael Davids.",191
2146,20,97,2021-06-25 19:27:13+00:00,Sam Scandal is Partying!,117,"Sam Scandal is Partying!
A flock of Birds are attracted to The Steakhouse!",24
2147,20,97,2021-06-25 19:27:16+00:00,Alaynabella Hollywood is Partying!,117,"Alaynabella Hollywood is Partying!
A flock of Birds are attracted to The Big Garage!",24
2148,20,97,2021-06-25 19:27:45+00:00,Evelton McBlase II entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Evelton McBlase II is replaced by Joshua Watson.",228
2149,20,97,2021-06-25 19:28:56+00:00,Rivers Clembons is Partying!,117,"Rivers Clembons is Partying!
A flock of Birds are attracted to Worldwide Field!",24
2150,20,97,2021-06-25 19:29:42+00:00,Theodore Honeywell is Partying!,117,"Theodore Honeywell is Partying!
A flock of Birds are attracted to Worldwide Field!",24
2151,20,98,2021-06-25 20:01:42+00:00,Alston England is Partying!,117,"Alston England is Partying!
A flock of Birds are attracted to The Bucket!",24
2152,20,98,2021-06-25 20:04:47+00:00,"CONSUMERS ATTACK
RIVERS CLEMBONS",118,"CONSUMERS ATTACK
RIVERS CLEMBONS",67
2153,20,98,2021-06-25 20:07:39+00:00,Brock Watson is Partying!,117,"Brock Watson is Partying!
A flock of Birds are attracted to The Bucket!",24
2154,20,98,2021-06-25 20:11:05+00:00,Isaac Johnson is Partying!,117,"Isaac Johnson is Partying!
A flock of Birds are attracted to The Bucket!",24
2155,20,98,2021-06-25 20:17:09+00:00,Winnie Hess is Partying!,117,"Winnie Hess is Partying!
A flock of Birds are attracted to The Crabitat!",24
2156,20,98,2021-06-25 20:19:36+00:00,Kurt Crueller is Partying!,117,"Kurt Crueller is Partying!
A flock of Birds are attracted to The Polyhedron!",24
2157,20,98,2021-06-25 20:20:01+00:00,Summers Pony is Partying!,117,"Summers Pony is Partying!
A flock of Birds are attracted to The Big Garage!",24
2158,20,98,2021-06-25 20:23:22+00:00,Rey Wooten is Partying!,117,"Rey Wooten is Partying!
A flock of Birds are attracted to The Big Garage!",24
2159,20,98,2021-06-25 20:26:08+00:00,"CONSUMERS ATTACK
MCDOWELL MASON",118,"CONSUMERS ATTACK
MCDOWELL MASON",67
2160,20,98,2021-06-25 20:27:01+00:00,Rodriguez Internet is Partying!,117,"Rodriguez Internet is Partying!
A flock of Birds are attracted to The Crabitat!",24
2161,20,99,2021-06-25 22:10:22+00:00,"CONSUMERS ATTACK
RIVERS CLEMBONS",118,"CONSUMERS ATTACK
RIVERS CLEMBONS",67
2162,20,99,2021-06-25 22:26:37+00:00,"CONSUMERS ATTACK
TRINITY SMAHT",118,"CONSUMERS ATTACK
TRINITY SMAHT",67
2163,20,103,2021-06-26 02:22:24+00:00,Kelvin Drumsolo entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Kelvin Drumsolo is replaced by PolkaDot Patterson.",228
2164,20,103,2021-06-26 02:23:20+00:00,Andrew Solis entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Andrew Solis is replaced by Sandie Turner.",228
2165,20,104,2021-06-26 03:27:53+00:00,Kina Larsen entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Kina Larsen is replaced by Lucas Petty.",191
2166,20,113,2021-06-26 21:21:06+00:00,Mat-eo T---mpha-t entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Mat-eo T---mpha-t is replaced by Famous Owens.",228
2167,20,114,2021-06-27 18:01:03+00:00,NaN was boosted.,117,Will Received: Shadow Revoke,61
2168,20,114,2021-06-27 18:01:03+00:00,NaN entered the Shadows.,117,Will Received: Shadow Revoke,61
2169,20,114,2021-06-27 18:01:04+00:00,Kelvin Drumsolo's Batting is Infused.,117,Will Received: Shadow Infuse,61
2170,20,114,2021-06-27 18:01:04+00:00,Shaquille Sunshine's Baserunning is Infused.,117,Will Received: Shadow Infuse,61
2171,20,114,2021-06-27 18:01:04+00:00,Anathema Elemefayo entered the Shadows.,117,Will Received: Move,61
2172,20,114,2021-06-27 18:01:04+00:00,Gallup Crueller's Baserunning is Infused.,117,Will Received: Shadow Infuse,61
2173,20,114,2021-06-27 18:01:04+00:00,Rivers Rosa's Defense is Infused.,117,Will Received: Shadow Infuse,61
2174,20,114,2021-06-27 18:01:04+00:00,Steals Mondegreen's Defense is Infused.,117,Will Received: Shadow Infuse,61
2175,20,114,2021-06-27 18:01:04+00:00,Donia Bailey's Defense is Infused.,117,Will Received: Shadow Infuse,61
2176,20,114,2021-06-27 18:01:04+00:00,Huber Frumple entered the Shadows.,117,Will Received: Roster Swap,61
2177,20,114,2021-06-27 18:01:04+00:00,Famous Owens' Batting is Infused.,117,Will Received: Shadow Infuse,61
2178,20,114,2021-06-27 18:01:04+00:00,Harriet Gildehaus entered the Shadows.,117,Will Received: Move,61
2179,20,114,2021-06-27 18:01:04+00:00,H-l-x-nd-ey Wa-ton entered the Shadows.,117,Will Received: Roster Swap,61
2180,20,114,2021-06-27 18:01:04+00:00,Sixpack Santiago entered the Shadows.,117,Will Received: Roster Swap,61
2181,20,114,2021-06-27 18:01:04+00:00,Lancelot Kane entered the Shadows.,117,Will Received: Move,61
2182,20,114,2021-06-27 18:01:04+00:00,Jayden Wright's Defense is Infused.,117,Will Received: Shadow Infuse,61
2183,20,114,2021-06-27 18:01:04+00:00,Melton Campbell's Defense is Infused.,117,Will Received: Shadow Infuse,61
2184,20,114,2021-06-27 18:01:04+00:00,Tad Seeth was boosted.,117,Will Received: Shadow Revoke,61
2185,20,114,2021-06-27 18:01:04+00:00,Ruslan Greatness entered the Shadows.,117,Will Received: Move,61
2186,20,114,2021-06-27 18:01:04+00:00,Geepa Beanpot entered the Shadows.,117,Will Received: Move,61
2187,20,114,2021-06-27 18:01:05+00:00,Theodore Duende's Defense is Infused.,117,Will Received: Shadow Infuse,61
2188,20,114,2021-06-27 18:01:05+00:00,Huber Frumple entered the Shadows.,117,Will Received: Roster Swap,61
2189,20,114,2021-06-27 18:01:05+00:00,Kline Nightmare entered the Shadows.,117,Will Received: Roster Swap,61
2190,20,114,2021-06-27 18:01:05+00:00,Fran Beans entered the Shadows.,117,Will Received: Equivalent Exchange,61
2191,20,114,2021-06-27 18:01:05+00:00,Clove Ji-Eun entered the Shadows.,117,Will Received: Move,61
2192,21,0,2021-06-28 15:18:00+00:00,-losh Truk re-congealed differently.,118,Slosh Truk returned from Elsewhere after one season!,84
2193,21,0,2021-06-28 15:23:02+00:00,Owen Picklestein entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Owen Picklestein is replaced by Zeboriah Wilson.",228
2194,21,0,2021-06-28 15:23:21+00:00,Math Velazquez entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Math Velazquez is replaced by Aoife Mahle.",228
2195,21,0,2021-06-28 15:39:25+00:00,Gia Holbrook entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Gia Holbrook is replaced by Kelvin Drumsolo.",228
2196,21,1,2021-06-28 16:24:00+00:00,---a Lem-a entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
---a Lem-a is replaced by Shirai McElroy.",228
2197,21,1,2021-06-28 16:24:23+00:00,Alston England entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Alston England is replaced by Zi Sliders.",191
2198,21,2,2021-06-28 17:12:57+00:00,Alexandria Rosales entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Alexandria Rosales is replaced by Plums Blather.",191
2199,21,2,2021-06-28 17:18:57+00:00,Plums Blather entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Plums Blather is replaced by Alexandria Rosales.",191
2200,21,3,2021-06-28 18:22:06+00:00,Rodriguez Internet entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Rodriguez Internet is replaced by Bright Zimmerman.",228
2201,21,3,2021-06-28 18:23:40+00:00,Zion Aliciakeyes entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Zion Aliciakeyes is replaced by Lottie Ceilingfan.",228
2202,21,3,2021-06-28 18:25:34+00:00,Beasley Gloom entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Beasley Gloom is replaced by Amos Melon.",191
2203,21,4,2021-06-28 19:24:42+00:00,Cannonball Sports entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Cannonball Sports is replaced by Allan Kranch.",228
2204,21,8,2021-06-28 23:05:58+00:00,Pannonica Oko has been hatched from the field of eggs.,137,"Rogue Umpire incinerated Goobie Ballson!
The Heat Magnet catches. The Thermal Converter hums.
5 Runs generated for the Tacos!
They're replaced by Pannonica Oko.
LA Taquería inflates 5 Balloons!",54
2205,21,9,2021-06-29 00:24:46+00:00,Aoife Mahle entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Aoife Mahle is replaced by Math Velazquez.",228
2206,21,10,2021-06-29 01:26:57+00:00,Spears Taylor entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Spears Taylor is replaced by Cordula Standlake.",228
2207,21,11,2021-06-29 02:15:08+00:00,Bennett Bluesky entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Bennett Bluesky is replaced by Plums Blather.",191
2208,21,11,2021-06-29 02:22:40+00:00,Zi Sliders entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Zi Sliders is replaced by Alston England.",191
2209,21,11,2021-06-29 02:24:11+00:00,Theodore Cervantes entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Theodore Cervantes is replaced by Anathema Elemefayo.",191
2210,21,12,2021-06-29 03:23:22+00:00,Pitching Machine entered the Shadows.,117,"10 Runs collected.
Incoming Shadow Fax...
Pitching Machine is replaced by Theodore Cervantes.",191
2211,21,14,2021-06-29 05:27:29+00:00,Cedric Spliff entered the Shadows.,117,"Home Team Shutout.
Incoming Voicemail...
Cedric Spliff is replaced by London Simmons.",228
